IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
n79;31;31;184;['kviešu milti', 'cukurs', 'margarīns', 'augu tauki', 'palmu', 'un eļļa', 'rapšu', 'ūdens', 'emulgatori', 'taukskābju mono', 'un diglicerīdi', 'lecitīns', 'rapšu', 'sāls', 'glikozes', 'fruktozes sīrups', 'kaltētas dzērveņu sēklas', 'kaltētas smalcinātas dzērvenes', 'dzērvenes', 'cukurs', 'saulespuķu eļļa', 'saldināts iebiezināts piens', 'sūkalu pulveris', 'olu pulveris', 'irdinātāji', 'nātrija hidrokarbonāts', 'amonija hidrokarbonāts', 'sāls', 'aromatizētāji', 'emulgators', 'sojas lecitīni'];[': kviešu milti, cukurs, margarīns gun tauki {palmu}\nun eļļa {rapšu}. ūdens, as taukskābju mono- un diglicerīdi, lecitīns {rapšu}, sāls}, glikozes-iruktozes sīrups\nkaltētas dzērveņu sēklas 2 %. kaltētas smalcinātas dzērvenes 1,5 % {dzērvenes 60 %, cukurs, saulespuķu eļļa}.\nsaldināts iebiezināts piens, sūkalu pulveris, olu pulveris, irdinātāji: nakiļā hidrokarbonāts, amonija hidrokarbonāts,\nsāls, crime emu or ot lecitīni. produkts var. uzglabāšanas nosacījumi: uzglabāt sausā\nvie i + |} mperatūrā: m\nru nienehbe «petergailis dzērvene». cocras: nuekuuhas myka, caxap, maprapvh {pacrmtesibhble xvģbi .\n{nanbmo80e macno} m pactmtembhoe macjo {pancosoe}. ona, 3mynbratopbi. moho- m amamuepmjbi nvjaāk kmcinot,\nmeumtmh {pancosbiii}. nobapehkaa conb}. fiioko3ho-bpyktoshm capon, cywehble cemeka kniokbbi 24, cyuiekas\nm3mejibuehhas kniokba 152% kanņao 60%. caxap, nonconheuhoe macj1o}, monoko crylujehhoe c caxapom, ceibopotka car\n{m3 monoka}, amuhbiā nopoliok, pazpedimteim. va okapoohat hatpma, tmapokapoohat ammokma, nobapekkaa con, ka , ,\ni umg +28442400104 lac nis +41144444112 iazmisi e54488 tb di aj na ieākaādi aa anita iet a : ji\n4% "a ana nramauamappaamm uanphararonuu apnanres "none vara arkas 0” . =\n"ž save eļ omaudpe \' — :\n"ž kasei am —\n=žčž\n„vilniaus pergalē” izgatavošanas datums:\nk graičiūno str. 26 rata m3fotobjiehma: ier eoms m macca -\n— lt-02241 vilnius, lithuania } a r s 1\ntel. +37052751311 d izlietot līdz: ši t -\nwww.pergale.lt foreh a0: ē | a:\n\n'];3;3;['saldināts iebiezināts piens', 'sūkalu pulveris', 'olu pulveris'];['sūkalu pulveris', 'olu', 'piens'];3;0;0;['sūkalu pulveris', 'olu', 'piens'];[];[]
n80;22;22;200;['kviešu milti', 'cukurs', 'kakao masa', 'palmu tauki', 'glikozes sīrups', 'olas', 'vājpiena pulveris', 'kakao sviests', 'irdinātāji', 'e450', 'e500', 'sviesta eļļa', 'glikozes', 'fruktozes sīrups', 'kviešu ciete', 'emulgators e322', 'saulespuķu', 'sāls', 'karamelizēta cukura sīrups', 'pilnpiena pulveris', 'aromatizētājs', 'olu baltuma pulveris'];['m n -\nis\nos : _— = : } :\n11%. ulšķīgi cepumi ar tumšo šokolādi ģ | a ———\nwe | kviešti milti, cukurs, kakao masa, palmu tauki, glik a i airiem pili lākas traškūs\njr e322 sviests, irdinātāji: e450, e500, sviesta ela aikozes fruktozes rs olas, vājpiena pulveris, ka aa ai kaa aries margām a\npulber. {saulespuķu}, sāls, karamelizēta cukura sīrups pilnpiena ulveri s aromatizētā iaķu cete, gmulgālors e322 sviestas, tešlos kildinimo manē. pē mā hebalāk\nra var rr riekstu un sojas daļiņas. 100 g produkta uzturvērtība: — bērība e15001 5024 kcal emulsiklis e322 {8 aučosīi šada =\ng, tauki 26,0 g, tostarp piesātinātās taukskābes 14,0 idrāti : a da iebu medžiaga, kiaušiniy mīekai gol biti vieš\nist 41 g, olbaltumvielas e1909, sāls 09 g. ieteicams i edatītuz aaatms izgābāt sausā vēā, koma vertē zoo ku! s02 ira reali 260 —č dv\nal rimi no tiešiem saules stariem. pēc atvēršanas uzglabāt hermētiskā traukā. ražots vācijā pēc īpaša rīmi 320 g, skaidulinēs medžīagos 41 g kavas 799\npod as, pa tegiovai iem a atī vei šokolādes izcelsme: e53. izplatītājs latvijā: sia rimi latvia, vokietijoje pagal sp nemt mm, i g h\n>. „leg „wwiga, „bezmaksas tālrunis atsauksmēm latvijā: 80000 180. uab „rimi pes ooo m s utrostīa vina u\n. — : tt i nn oo" : a ss — — . —\n\n'];4;7;['olas', 'vājpiena pulveris', 'pilnpiena pulveris', 'olu baltuma pulveris'];['vājpiena pulveris', 'sviests', 'sviesta', 'olas', 'pilnpiena', 'sviestas', 'biti'];3;1;4;['vājpiena pulveris', 'olas', 'pilnpiena'];['olu baltuma pulveris'];['sviests', 'sviesta', 'sviestas', 'biti']
n81;8;8;91;['kviešu milti', 'sausais vājpiens', 'cukurs', 'olu pulveris', 'šķīstošais raugs', 'raugs', 'emulgators e491', 'sāls'];[' / coctab / ingredients:\n\nkviešu milti, sausais vājpiens, cukurs, olu pulveris, šķīstošais raugs {raugs, emulgators e491}, sāls.\nuekmuhas myka, c/x0e 06e3xmpehhoe mojoko, caxap, amuhdiā nopoluok, pactbopmmbie hipokakm {hpokaku,\n3mybrarop e491}, coltb.\nwheat flour, dry skimmed milk, sugar, egg powder, soluble yeast {yeast, emulsifier e491}, salt.\nattēlā redzams produkta pagatavošanas un pasniegšanas veids.\nha pmcyhke npegctabnek npmmephbiji cn0co6 npmrotobjiehma m cepbmpobkm npoaņkta.\nthe image displays the preparation and serving option of the product.\ns, a\nražotājs / {lpom3boamtejib / producer: ieteicams līdz:\nas „dobeles dzirnavnieks” es š\nspodrības iela 4, dobele, best before:\ndobeles nov., lv-3701, latvija\ntālr.: +371 63723289,\nwww.dzirnavnieks.lv\n\n'];2;3;['sausais vājpiens', 'olu pulveris'];['sausais vājpiens', 'olu pulveris', 'e491'];2;0;1;['sausais vājpiens', 'olu pulveris'];[];['e491']
n82;22;22;157;['kviešu milti', 'maisījums rauga mīklai', 'salds sūkalu', 'piens', 'pulveris', 'piena cukurs', 'kviešu milti', 'kviešu lipeklis', 'sāls', 'cukurs', 'fruktoze', 'emulgatori', 'e472e', 'e471', 'fermenti', 'kviešu', 'miltu apstrādes līdzeklis', 'askorbīnskābe', 'cukurs', 'šķīstošais raugs', 'raugs', 'emulgators e491'];[' / coctab / ingredients:\nkviešu milti, m aisījums rauga mīklai {salds sūkalu {piens} pulveris, piena cukurs, kviešu milti, kviešu lipeklis, sāls, cukurs, fruktoze,\nemulgatori: £472e, e471, fermenti {kviešu}, miltu apstrādes līdzeklis: askorbīnskābe}, cukurs, šķīstošais raugs {raugs, emulgators e491}.\nnuwen4munas myka, cmec» ana aporkeboro tecta {cnankar cyxaa cblbopotka {monouuhaa}, mono4hbim caxap, nwiehmuhaa mykaa,\nnwekhmuhar kiemkobmha, conb, caxap, {pykto3za, 3mynbratopbi: £472e, e471, ģķepmehtbi {mwuehmupbl}, cpe/ictbo {ua 06pagotkm mykm:\nackopomhobaa kmcnota}, caxap, pactbopmmbie aporkm {hporkm, 3myibratop e491}.\nwheat flour, yeast dough mix {sweet whey {milk} powder, milk sugar, wheat flour, wheat gluten, salt, sugar, fructose, emulsifiers: £472e,\ne471, enzymes {wheat}, flour treatment agent: ascorbic acid}, sugar, instant yeast {yeast, emulsifier e491}.\nattēlā redzams produkta pagatavošanas un pasniegšanas veids.\nha pucy/ke npencrasnem4 npmmephbii cnoco6 npmrotobjiehma m cepbmpobkm npo/iņykta.\nthe image displays the preparation and serving option of the product.\naa .. s\nvar.\nbo3moxkho cconepkahme uactmu amuhoro nopoluka.\nmay contain traces of egg powder.\nkavconiaim racesgrega”"\nražotājs / {lpom3bonmtenb / producer: ieteicams līdz:\nas „dobeles dzirnavnieks”\nspodrības iela 4, dobele,\ndobeles nov.. lv-\n\n'];3;5;['salds sūkalu', 'piens', 'piena cukurs'];['sūkalu', 'piena', 'piens', 'e471', 'e491'];3;0;2;['sūkalu', 'piena', 'piens'];[];['e471', 'e491']
n83;20;20;256;['kviešu milti', 'cukurs', 'kakao', 'šokolādes gabaliņi', 'cukurs', 'kakao masa', 'kakao sviests', 'emulgators', 'sojas lecitīns', 'olu pulveris', 'sūkalu pulveris', 'kviešu ciete', 'cepamais pulveris', 'kviešu milti', 'irdinātāji', 'dzeramā soda', 'e450i', 'skābuma regulētājs', 'citronskābe', 'sāls'];['13 ohhom ynaakobkm cmecm moxho npmfotobmtb 12 ma}{}mhob cpējihero pa3mepa. vnakobka he cohepmkui _—\noymakhblx {poppmouyek.\nes |. pourthe mix in abowl, add 200 ml cold water and 100 g oil or butter {containing at least 82% fat}.\n2. mix the dough until it has a uniform consistency and let it rest for 10 minutes.\n3. put the muffin paper cups in the muffin pan moulds, fill them with dough {to approx. 2/3 of the cup}.\n4. baki ed oven, at 180-2007c for 20-25 minutes. j\n|2 nufmnns can be made from a package of the dry mixture. paper cups not included.\n_\nsastavdai ngredients:\nkviešu milti, { sokolades gabaliņi 10% {cukurs, kakao masa, , emulgators: sojas lecitīns}, olu pulveris,\nsūkalu pulveris cepamais pulveris {kviešu milti, irdinātāji: dzeramā soda, 64501, skābuma regulētājs: citronskābe}, sāls.\nnueknunas myk 1ka0, kycoukm wuokkonnana 10 % {caxap, kakao-macca, kakao-macj0, 3myjibrat0p: coebbim jielļmtmh},\namunbim nopolok 2180potka, nwehmuhbim kpaxmaji, nekapckm nopoluok {mluiehmuhaa myka, pazpbiximtejim: nmtbebas |\ncona, 64501, perynatoop kmonothoctm: immohhaa kmcnota}, cojib.\nwheat flour, sugar, cocoa, chocolate pieces — 10% {sugar, cocoa mass, cocoa butter, emulsifier, soy lecithin}, egg powder, whey powder,\nwheat starch, baking powder {wheat flour, leavening agents: baking soda, e450i, acidity regulators: citric acid}, salt.\n——————\nattēlā redzams produkta pagatavošanas un pasniegšanas veids.\nha pncyhke npencrabnek npmmephbili cnoco6 npmrootobjiehma m cepbmpobkm npoaņykta.\nthe image displays the preparation and serving option of the product.\n. -\nražotājs / {lpom3bonmtenb / producer: ieteicams līdz:\nas „dobeles dzirnavnieks” togeh go:\nspodrības iela 4, dobele, best before:\ndobeles nov., lv-3701, latvija 16 1 2 20 23 ————— 8\ntālr.: +371 63723289, 450 g\nwww.dzirnavnieks.lv l 1 0 0 : 96 3\n- a ka\n\n'];2;2;['olu pulveris', 'sūkalu pulveris'];['olu pulveris', 'sūkalu'];2;0;0;['olu pulveris', 'sūkalu'];[];[]
n84;12;12;196;['šokolāde', 'cukurs', 'kakao masa', 'kakao pulveris ar samazinātu tauku saturu', 'dabīgs vaniļas aromatizētājs', 'cukurs', 'kviešu milti', 'kakao ar samazinātu tauku saturu', 'olu baltuma pulveris', 'albumīns', 'sāls', 'irdinātājs e500'];[': miltinis mēn a\nas mu | j šokolāde 40% {cukurs, kakao masa, kakao šokoladas 40% { ! | o\n\naopulber,, loodustike vāni lien a, 1 kak "070 {cukrus, kakavos\n\nila ā ta im a „pulveris ar samazinātu tauku saturu, dabīgs kakavos milteliai, natūrali vanil\n\nline}, sur us snisujanu, j vaniļas aromatizētājs}, cukurs, kviešu milti, medžiaga} cukrus, kvietiniai m\n\nvasisaldusega = = ke kab, -- | kakao ar samazinātu tauku saturu, olu baltuma kakava albuminas {iš kiaušini }, dn\n\nībumiin}, s00l, kergitusaine pulveris {albumīns}, sāls, irdinātājs e500. kildymo medžiaga e500. gali būt 50j\n\n50ja ja plima a ilā var. ieteicams pēdsaku. geriausias iki: žr. ant pa\n\nlt. pārast avamist kasutada līdz: skatīt uz iepakojuma. pēc iepakojuma atidarymo suvartoti per 15 dienu. laik\n\nsailitada kuivas ja jahedas atvēršanas izlietot 15 dienu laikā. uzglabāt vēsā ir sausoje vietoje. pagaminta lenkij\n\noolas rimi erītellimusel. un sausā vietā. ražots polijā pēc īpaša rimi specialy rimi užsakyma. šokolad\n\nbelgia. edasimūūja eestis: pasūtījuma. šokolādes izcelsme: beļģija. belgija. platintojas lietuvoje: ua\n\n, pērguvālja tee 3, pildikūla, izplatītājs latvijā: sia rimi latvia, a. deglava lietuva”, spaudos g. 6-1, lf0513/\n\narumaa, eesti. infotelefon iela 161, rīga, lv-1021. bezmaksas tālrunis lietuva. nemokamas klienty apta\n\n3. atsauksmēm latvijā: 80000 180. centro tel. 8 800 e23000.\n\na domas. cub gas\n\nīpowseneno b8 lomcume no\n\nkay rm ilponcwoanemme\n\n'];2;4;['olu baltuma pulveris', 'albumīns'];['olu baltuma', 'albumīns', 'albuminas', 'oolas'];2;0;2;['olu baltuma', 'albumīns'];[];['albuminas', 'oolas']
n85;17;17;206;['cukurs', 'kviešu milti', 'tauku pulvera maisījums', 'kokosriekstu eļļa', 'glikozes sīrups', 'piena olbaltumvielas', 'stabilizētājs e451', 'pretsalipes vielas e551', 'kakao pulveris ar samazinātu tauku saturu', 'šokolāde', 'cukurs', 'kakao masa', 'kakao sviests', 'emulgators e322', 'no sojas', 'dabīgais aromatizētājs', 'sāls'];[': cukurs, kviešu milti, tauku sudedamosios dalys: cukrus, kviet\nvokosēli, glukoosislirup, pulvera maisījums {kokosriekstu eļļa, glikozes miltai, riebaly milteliy ruošinys {kokosy ali\ne451, paakumisvastane strups, piena olbaltumvielas, stabilizētājs e451, gliukozēs sirupas, pieno baltymai, stabilizato\ntud rasvasisaldusega pretsalipes vielas e551}, kakao pulveris ar e451, lipnuma reguliuojanti medžiaga e551}, |\n5% {suhkur, kakaomass, samazinātu tauku saturu, šokolāde 5% {cukurs, kakavos milteliai, šokoladas 5% {cukrus, kaka\ne322 {sojast}}, looduslik kakao masa, , emulgators e322 {no | mase, kakavos sviestas, emulsiklis e322 {iš soj\n„5001. kakao sisaldus sojas}}, dabīgais aromatizētājs, sāls. kakao saturs natūrali kvapioji medžiaga, druska. kakav\nsisaldada munade jalgi. vismaz 40,1%. var. ieteicams paneļu medžiagu - ne mažiau kaip 40,1%. g\njakendilt. pārast avamist līdz: skatīt uz iepakojuma. pēc iepakojuma būti kiaušiniy pēdsaku. geriausias iki: žr. a\n}ksul. hoida kuivas kohas. atvēršanas izlietot 15 dienās. uzglabāt sausā vietā. pakuotes. po atidarymo suvartoti per 15 dieni\n| eritelimusel. edasimuūja ražots polijā pēc īpašā rimi pasūtījuma. izplatītājs laikyti sausoje vietoje. ragam lenkijoji\nod as, pērguvālja tee 3, latvijā: sia rimi latvia, a. deglava iela 161, rīga, pagal speciālu rimi užsakyma. platintojas\ne7308 harjumaa, eesti. lv-1021. bezmaksas tālrunis atsauksmēm latvijā: lietuvoje: uab „rimi lietuva”, spaudos g. 6-1,\n26056333. 80000 180. lt-05132 vilnius, lietuva. nemokamas klientu\n: aptarnavimo centro tel. 8 800 e23000.\nrownie. cmec» ga boineuku. š\n8 tlonbue no cneumannbhomy\n8. m ē bv ea n pe ele.\n\n'];1;3;['piena olbaltumvielas'];['piena', 'e451', 'pieno'];1;0;2;['piena'];[];['e451', 'pieno']
n86;25;25;167;['kartupeļu ciete', 'grauzdiņi', 'kviešu milti', 'palmu eļļa', 'sāls', 'raugs', 'antioksidants', 'ekstrakti no rozmarīna', 'krējuma pulveris', 'no piena', 'siera pulveris', 'no piena', 'vājpiena pulveris', 'sāls', 'rauga ekstrakts', 'cukurs', 'sausais glikozes sīrups', 'saulespuķu eļļa', 'aromatizētāji', 'ar pienu', 'maurloki', 'sūkalu pulveris', 'no piena', 'sīpolu pulveris', 'kurkuma'];['am ad ieli! j | minuti pārast bana i _\nm los dalys: bulviu krakmo\njedamosios caiys: bulviu krakmolas, skrebučiai 158% {kvietiniai miltai, palmi aliejus, druska, mielēs\nikkslamas {rozmaninuy kroka} arietnl milteliai {iš pieno}, sūrio miela 1194 6 pieno}, nugriebto\nieno milteliai, druska, mieliu ekstraktas, cukrus, sausas gliukozes sirupas, na aliejus, kvapiosios mediaņs «\nņ pienu! iv radi išrūgu milteliai {š pieno}, džiovinti svogūnai, ciberžolē. sudetyje gali būti saliery\naušiniu, y, soju -\nd sasēja aruēj ciete, g: 19,8% {kviešu milti, palmu ja sāls, raugs, antioksidants {ekstrakti no w\nrmarīna}}, k — pulveris {no ! ena}, siera pulveris 11,3% {no piena}, vājpiena pulveris, sāls rauga ekstrakts\nuikurs, sausais glikozes sīrups, saulespuķu eļļa, aromatizētāji {ar pienu} maurāki sūkalu pulveris {no piena}, sīpolu\npāris, kurkuma. var}, juu {11, mast}, lūssipulber {piimast}, sool, pārmiekstrakt, sutku,\nm i i a a\nporcijoje: / porcijā: / portsjonis: a 13\nvinna uzurērība! "|10 "prie |1 g\n— — ve jj n t 44 rood, {3\nta ben reisa = oka fa ad ct»\n"vaalai tauks /rasvad ———— e4101 dgamus :\nsunu s ilā tuda\ntam mesātrvātās tz kškābēs 189 | 2\n| r lu abas =\n\n'];8;7;['krējuma pulveris', 'no piena', 'siera pulveris', 'no piena', 'vājpiena pulveris', 'ar pienu', 'sūkalu pulveris', 'no piena'];['vājpiena pulveris', 'sūkalu', 'siera', 'piena', 'piena', 'pieno', 'pienu'];6;2;1;['vājpiena pulveris', 'sūkalu', 'siera', 'piena', 'piena', 'pienu'];['krējuma pulveris', 'no piena'];['pieno']
n87;21;21;161;['ātri pagatavojamas nūdeles', 'manna no kviešiem', 'olas', 'sāls', 'sausais glikozes sīrups', 'cukurs', 'kartupeļu ciete', 'aromatizētāji', 'ar selerijām', 'rauga ekstrakts', 'kaltēti dārzeņi', 'burkāni', 'sīpoli', 'mājputnu tauki', 'garšvielas', 'kurkuma', 'melnie pipari', 'pētersīļa lapas', 'kaltēta vistas gaļa', 'skābe', 'citronskābe'];['_ vištienos snuba su makaronais. / vistas zupa ar makaroniem. / kūrsupp kana ja nuudlitega.\nšimas: pakelio turini užpilti 200 šana: iepakoju valmistamine, i\nla as ei se\nu. 9 | mmaisīt. vatavs ue ma on\na\nzs\nsudedamosios dalys: makaronai 33,3% {kietuju kvieči auras klaušinii duska, liukozēs sirupas, cukrus,\n" krakmolas, kvapidsies medžiagos {su aliis, | meli ekstraktas, ibis amas iroias 294,\nsvogūnai}, paukštienos riebalai 1,6%, pneskoniai {ciberžole, juodieji pipirai}, petražoliu lapeliai, džiovinta vištiena 0,1%\nūgas ļeitrinu rūgštis}. sudetyje gali būti pieno, garstčiu, soju. m\nker realo eeimra eee\nciete, aromatizētāji {ar selerijām}, rakts, kaltēti dārzeņi {burkāni 29%, sīpoli}, k\ni resits {kurkuma, melnie pie a lapas, kaltēta vistas gaļa 0,1%, skābe {citronskābe}. var. pa. i ž\nge fonstsnsat: kimuudlid 33,3% {manna durumnisujahust, muma}, soc, kuivatatud aliikoosisirup, suhkur, kartultārkls,\nūna- ja maitseained {selleriga}, pārmiekstrakt, nets opvigu pre 29%, stili} ieer\n16%, virtsid {kurkum, must pipar}, petersellilehed, kuivatatud kanalīha 0,1%, hape {sidrunhape}. vālb sisa\npima sinepitgsoja 1-5\nporcijoje: / porcijā: / portsjonis: a m je 7 |\npilstimgumas | uzturvērtība "1000 pgreijoje | porcijā / | 7} parsti\nwtumišalane teave 9 | port\nienes teess u\nre. mergiesisalbus 0 ka ee -\n\n'];3;5;['olas', 'mājputnu tauki', 'kaltēta vistas gaļa'];['vistas', 'vistas', 'pie a', 'pieno', 'gaļa'];1;2;4;['vistas'];['olas', 'mājputnu tauki'];['vistas', 'pie a', 'pieno', 'gaļa']
n88;24;24;126;['zirņu milti', 'grauzdiņi', 'kviešu milti', 'palmu eļļa', 'sāls', 'raugs', 'antioksidanti', 'ekstrakti no rozmarīna', 'sāls', 'kartupeļu ciete', 'rauga ekstrakts', 'kaltēti dārzeņi', 'sīpoli', 'ķiploki', 'kūpināti cūku tauki', 'sausais glikozes sīrups', 'cukurs', 'aromatizētāji', 'ar kviešiem', 'majorāns', 'melnie pipari', 'skābe', 'citronskābe', 'kūpināšanas aromatizētāji'];[': zimu milti 64,2%, so 91% {kviešu milti, palmu eļļa, sāls, raugs, antioksidanti\n{ekstrakti no rozmarīna}}, sāls, kartupeļu ciete, rauga ekstrakts, kaltēti dārzeņi {sīpoli, ķiploki}, niem cūku\ntauki, sausais glikozes sīrups, cukurs, aromatizētāji ī kviešiem}, majorāns, melnie pipari, skābe {citronskābe},\nkopas aromatizētāji. var. , m\nkoostisosad: ņ 64,2%, krutoonid 9,1% {nisujahu, palmiāli, sool, pārm, antioksūdant\n{rosmarniniekstrakt}}, sool, kartulitārklis, ee, kulvatatud koogiviljad lsībulad, kuūslauk,,\nsuitsusealiharasv, kuivatatud glūkoosisiirup, sunkur, lēhna- ja maitseained {nisuga}, majoraan, must pipar, nape\nsidrunhape}, suitsutuspreparaadid. vēib sisaldada sellerit_muna piima sinepit, soja. 1 6\nporcijoje: / porcijā: / portsjonis: 10 :\nistingumas / uzturvērtība / reijoje / poreijā / | % ri* 0 .\nirsan ej - a. kaijams di: f 4 ro0d, goog a\nnemine verte / energētiskā | 4 a\niki be m lassatus kmn: m i a an , "\nša auki/rasvad nee teen u ga č\n. usočiuju nebalu rugšd > z”\n97} uennesētkatās taukškābēs/ | 280 |041\n\n'];1;1;['kūpināti cūku tauki'];['cūku tauki'];1;0;0;['cūku tauki'];[];[]
n89;25;25;125;['kartupeļu ciete', 'grauzdiņi', 'kviešu milti', 'palmu eļļa', 'sāls', 'raugs', 'antioksidants', 'ekstrakti no rozmarīna', 'pilnpiena pulveris', 'sāls', 'rauga ekstrakts', 'sausais glikozes sīrups', 'cukurs', 'vājpiena puveris', 'kukurūzas ciete', 'šampinjonu sula', 'aromatizētāji', 'ar pienu', 'kaltēti sīpoli', 'saulespuķu eļļa', 'pētersīļa lapas', 'kaltētas sēnes', 'garšvielas', 'melnie pipari', 'pimento'];[': kartupeļu ciete, grauzdiņi 18,8% kviešu milti, palmu eļļa, sāls, raugs, antioksidants {ekstrakti a\nrozmarīna}}, pilnpiena jura sāls, rauga ekstrakts sausais glikozes a < cukurs, vāpiena pulveris, kukurzas\nciete a īm sula 2,9%, aromatizētāji {ar pienu} kaltēti sīpoli, saulespuķu eļļa, pētersīla lapas, kaltēassēnes li\n% garšvielas {melnie pipari pimento}. var: kartulitārklis, krutoonid 18,8% pie palmiāli, s0ol, pārm, antioksudant {rosmātīnieksteki\ntlsplimapuber, sool, pārmiekstrakt, kuivatatud glikoosisirup, suhkur jū ipiimast}, maskankas\nšampinjonimahi 2,9%, ma ja maitseained pilmaga}, kuivatatud sibulad, paevalilleāli, petersellienea, kuvatatud\nseened u skagvūrisic {must pipar, piment}. vēlb sisaldada sellerit, muna, sinepit, soja. 17\nporcijoje: / porcijā: / portsjonis: „aa 4 %\nlsti ērtība reijoje / porcijā / | % r* ,\nitumēmas rija 1009 "bari onls fi f food, goog\nmeta\n: g1asis { . , npp g\nielai tauki rasad {t lg aaa a\nim m\nmes klēstnud tu ed |”\nva es nevnia! / uglhidrāti 799 "\n| nu pn ik —\n\n'];3;3;['pilnpiena pulveris', 'vājpiena puveris', 'ar pienu'];['pilnpiena', 'vāpiena pulveris', 'pienu'];2;1;1;['pilnpiena', 'pienu'];['vājpiena puveris'];['vāpiena pulveris']
n90;13;13;209;['cukurs', 'kakao masa', 'kakao sviests', 'pilnpiena pulveris', 'sūkalu pulveris', 'no piena', 'vājpiena pulveris', 'piena tauki', 'emulgatori', 'e322', 'no sojas', 'e476', 'aromatizētājs'];[': cukurs, kakao masa iešu\nlimita ms poker km ie neienr a vek\n: see as enemoeilska vērtība a10 li tauki 27,0 g, tos! lātas taukskābes 17,0 g, ogļhidrāti 61,0 g, tostaro cukuri 590 g šķiedrvielas 27\nee i 6 tās lat si rīīlatvb a koei "i žr c ee ž.ž vēsa vietā, karot poljā pēc ņi rimi ma kakao "a un lalao sviests in es {kakao i.\n1ūt pero =. k amšaana sudedamosios das. bu ča ezmak: a runis atsauksmēm latvijā: 80000 180. ce pieninis šokoladas, kakavos sausuju medžiagu -nemažiau kaip\noda žār soja arka : medžogo ziemeru ku * vos č kakavos sviestas, aura pieno milteliai, er milteliai {is pieno}, me oiena miltelai, pieno riebalai\n21691j/ 519 kcal riebalai 704 slunisnē riebalu rugča 1709 srajanndena 6l0g ski cumu 520 sarduinēsmedrāgas 270 lata āra daukēt {19 garlusesiki pabaigos! lot: zi\nant m aus w om vietoje, fegaminta kijoje pagal speciālu rimi zēna kan mase ir kakavos sviestas yra iš es {kakavos  upēks yraiš nees saliv}, platintojas lietuvoje: uab, rimi\nm eprmia ie im klientu aptamavimocentrotel,880029000. citi monowukbii uiokonag, {1pov38e/eho 8 oribluie mo cel mar16homy 3aka3y rimi, kakao-macca vw kaka0-macno\n"soola sisaldus tuleneb ainult loodusliku naatriumi esinemisest./ sāls saturs ir tikai dabīgā nātrija klātbūtnes rezultāts./ druskos kiekj nulemia tik natūraliai jame esantis natris,\n07.2024 lava\n08:01 b1 | | |\n005 € a” ai.\n»\n\n'];5;3;['pilnpiena pulveris', 'sūkalu pulveris', 'no piena', 'vājpiena pulveris', 'piena tauki'];['pieno', 'oiena', 'sviestas'];1;4;2;['oiena'];['sūkalu pulveris', 'no piena', 'vājpiena pulveris', 'piena tauki'];['pieno', 'sviestas']
n91;11;11;2;['cukurs', 'kakao sviests', 'pilnpiena pulveris', 'sūkalu pulveris', 'no piena', 'piena tauki', 'emulgatori', 'e322', 'no sojas', 'e476', 'aromatizētājs'];['a a\nā mē\n\n'];4;0;['pilnpiena pulveris', 'sūkalu pulveris', 'no piena', 'piena tauki'];[];0;4;0;[];['pilnpiena pulveris', 'sūkalu pulveris', 'no piena', 'piena tauki'];[]
n92;8;8;81;['cukurs', 'kakao pasta', 'kakao sviests', 'piena tauki', 'emulgators', 'lecitīni', 'soja', 'vaniļas ekstrakts'];['d juodasis šokoladas. sudedamosios ze i iesto riebalai {ls ni iklis {lecitinai ierīc et\n| $ « sudedan = cukrus, kakavos pasta, kakavos sviestas, sviesto riebalai {iš pieno}, emulsiklis {lecitinai {soju}}, vanilēs ekstraktas jame š\ngm am — ne mažiau kaip 50%. gali būti zemēs riešutu, riešutu, glitimo ir kiaušiniy pēdsaku. cd tumšā  okolāde. rare cukurs, kakao māla kanoe ū_—\ngators {lecītīni {soja}}, vaniļas ekstrakts. tumšā šokolāde — kopējā kakao sausā masa: vizmaz 50%. var. - - g\n* , ā ce ā\nlā *\n4\nsb j\nz s\nm \'\nlj " ,\n+” ”\n*\nlsa\n. lion\n\n'];1;2;['piena tauki'];['sviesto', 'pieno'];0;1;2;[];['piena tauki'];['sviesto', 'pieno']
